1.75            1.0000000000            1.0000000000            0.9711538462            0.9351851852		0.8782608696		0.8278688525
2.00            0.9901960784            0.9619047619            0.8706896552            0.7372262774		0.6516129032		0.5642458101
2.25            0.9528301887            0.7593984962            0.5941176471            0.4611872146		0.3633093525		0.2953216374
2.50            0.8015873016            0.5343915344            0.3377926421            0.1771929825		0.1291560102		0.0741556535
2.75            0.5941176471            0.3136645963            0.1496296296            0.0688479891		0.0363701837		0.0158059468
3.00            0.3247588424            0.1491875923            0.0506519559            0.0189813945		0.0075000000		0.0026000000
3.25            0.1972656250            0.0574189881            0.0148442093            0.0028000000		0.0009000000		0.0002000000
3.50            0.1150341686            0.0214893617            0.0022000000            0.0004000000		0.0001000000		0.0000030000
